stringA,stringB,itemNumber,type
walthel,allopti,10,original
smadian,dispont,2,original
tueredo,proffin,42,original
octeste,subvick,50,original
splenne,engally,28,original
cortsio,gremsev,24,original
relysta,vervide,19,original
messago,numersi,3,original
hignoth,mempise,9,original
perecti,disingu,33,original
thinatu,commari,30,original
loarlai,articlu,14,original
tessigg,comorti,1,original
amatera,finglam,44,original
edisted,quarban,46,original
forsith,defasom,8,original
asplati,iningla,7,original
retsits,howaymb,48,original
bengsta,maricts,4,original
heashes,supplic,49,original
prensta,chanywa,32,original
caltsio,clopect,16,original
mesects,rundsop,35,original
afrithe,prothly,34,original
angessa,dockles,31,original
shaptur,thramon,17,original
micaust,ostallo,22,original
mervirs,sersimi,21,original
quingel,opelese,45,original
dakinge,mesimie,23,original
menclar,scrunne,5,original
strompa,agallea,13,original
proffic,nathess,47,original
webruic,segessa,41,original
grappor,mestead,43,original
compide,sertsim,29,original
throvic,plareed,20,original
uranged,crivere,12,original
witypro,talisti,38,original
digiday,ancessa,39,original
bomysta,chertin,36,original
abysted,pariono,11,original
allysti,spanoth,15,original
currimi,memsere,37,original
wilysta,systess,25,original
prompan,screnta,40,original
locidev,kentsia,27,original
larshic,persica,6,original
expisho,mesterf,26,original
betwerv,wessish,18,original
quarban,segessa,138,new
proffic,mesterf,129,new
dakinge,loarlai,85,new
vervide,chertin,118,new
walthel,subvick,149,new
tueredo,articlu,95,new
mestead,quingel,146,new
supplic,walthel,133,new
loarlai,articlu,67,new
numersi,memsere,86,new
proffic,mesimie,150,new
cortsio,maricts,77,new
currimi,mesimie,93,new
pariono,uranged,79,new
iningla,cortsio,66,new
quingel,splenne,140,new
finglam,sersimi,121,new
iningla,amatera,111,new
allopti,octeste,127,new
amatera,micaust,105,new
talisti,commari,96,new
prompan,spanoth,116,new
chertin,prothly,107,new
mervirs,systess,89,new
rundsop,mesimie,119,new
allysti,caltsio,73,new
bengsta,quingel,103,new
opelese,howaymb,125,new
memsere,micaust,104,new
quarban,mesterf,145,new
proffic,loarlai,147,new
uranged,memsere,90,new
locidev,screnta,100,new
systess,maricts,61,new
retsits,betwerv,128,new
smadian,vervide,64,new
articlu,tessigg,60,new
ancessa,proffin,124,new
chertin,commari,114,new
scrunne,menclar,51,new
digiday,agallea,106,new
subvick,tessigg,134,new
bomysta,screnta,131,new
talisti,mervirs,98,new
sertsim,engally,91,new
perecti,quingel,123,new
screnta,allopti,83,new
rundsop,afrithe,110,new
loarlai,strompa,69,new
compide,plareed,84,new
relysta,numersi,57,new
iningla,octeste,130,new
proffin,retsits,142,new
prompan,caltsio,113,new
digiday,screnta,137,new
opelese,witypro,135,new
numersi,splenne,53,new
engally,mesterf,88,new
pariono,defasom,63,new
allysti,relysta,72,new
plareed,uranged,68,new
kentsia,compide,102,new
smadian,webruic,87,new
proffin,memsere,148,new
micaust,bengsta,80,new
betwerv,tessigg,56,new
tessigg,allysti,59,new
proffin,systess,115,new
gremsev,messago,55,new
micaust,perecti,117,new
loarlai,subvick,126,new
spanoth,numersi,75,new
scrunne,betwerv,76,new
chertin,compide,97,new
walthel,finglam,92,new
tessigg,dispont,58,new
scrunne,numersi,65,new
dispont,cortsio,62,new
maricts,mesterf,70,new
throvic,pariono,71,new
mesects,howaymb,139,new
gremsev,mestead,108,new
angessa,proffin,141,new
opelese,mervirs,99,new
mesects,proffic,132,new
currimi,edisted,122,new
thinatu,rundsop,101,new
ancessa,grappor,143,new
retsits,abysted,120,new
expisho,opelese,144,new
larshic,scrunne,74,new
commari,tessigg,52,new
compide,screnta,94,new
tessigg,prompan,81,new
mestead,clopect,109,new
octeste,witypro,136,new
bengsta,locidev,54,new
systess,larshic,78,new
thramon,rundsop,82,new
strompa,screnta,112,new
