stringA,stringB,itemNumber,type
segessa,webruic,41,original
opelese,quingel,45,original
angessa,dockles,31,original
scrunne,menclar,5,original
mesimie,dakinge,23,original
thramon,shaptur,17,original
smadian,dispont,2,original
memsere,currimi,37,original
ancessa,digiday,39,original
ostallo,micaust,22,original
plareed,throvic,20,original
messago,numersi,3,original
mesects,rundsop,35,original
hignoth,mempise,9,original
sersimi,mervirs,21,original
kentsia,locidev,27,original
thinatu,commari,30,original
mestead,grappor,43,original
pariono,abysted,11,original
amatera,finglam,44,original
octeste,subvick,50,original
crivere,uranged,12,original
tessigg,comorti,1,original
walthel,allopti,10,original
forsith,defasom,8,original
howaymb,retsits,48,original
compide,sertsim,29,original
prothly,afrithe,34,original
bomysta,chertin,36,original
gremsev,cortsio,24,original
allysti,spanoth,15,original
engally,splenne,28,original
witypro,talisti,38,original
quarban,edisted,46,original
iningla,asplati,7,original
proffic,nathess,47,original
chanywa,prensta,32,original
wilysta,systess,25,original
articlu,loarlai,14,original
proffin,tueredo,42,original
maricts,bengsta,4,original
larshic,persica,6,original
vervide,relysta,19,original
prompan,screnta,40,original
supplic,heashes,49,original
betwerv,wessish,18,original
clopect,caltsio,16,original
disingu,perecti,33,original
expisho,mesterf,26,original
strompa,agallea,13,original
allopti,relysta,70,new
wilysta,crivere,84,new
opelese,gremsev,94,new
loarlai,vervide,63,new
memsere,compide,116,new
screnta,micaust,106,new
amatera,locidev,138,new
bengsta,proffin,93,new
gremsev,screnta,115,new
edisted,quarban,143,new
proffic,splenne,127,new
comorti,retsits,92,new
webruic,mesects,147,new
betwerv,forsith,51,new
larshic,edisted,101,new
proffic,agallea,133,new
tueredo,digiday,121,new
screnta,finglam,146,new
nathess,allysti,103,new
forsith,clopect,77,new
betwerv,segessa,95,new
locidev,prensta,99,new
howaymb,mesimie,130,new
throvic,tueredo,97,new
angessa,rundsop,111,new
sersimi,bomysta,96,new
allopti,thinatu,86,new
wessish,howaymb,136,new
quingel,sertsim,126,new
kentsia,bomysta,107,new
larshic,thramon,53,new
webruic,amatera,148,new
ostallo,grappor,110,new
kentsia,proffin,141,new
rundsop,mesimie,120,new
larshic,agallea,66,new
asplati,abysted,69,new
abysted,crivere,62,new
segessa,wilysta,108,new
mesimie,locidev,85,new
numersi,octeste,131,new
proffic,angessa,139,new
asplati,mempise,65,new
comorti,scrunne,76,new
heashes,expisho,145,new
strompa,cortsio,74,new
splenne,rundsop,112,new
tessigg,mervirs,56,new
scrunne,disingu,81,new
tueredo,howaymb,149,new
nathess,prompan,144,new
proffic,crivere,129,new
mesimie,digiday,109,new
hignoth,clopect,79,new
dispont,scrunne,61,new
persica,engally,57,new
allysti,spanoth,75,new
plareed,larshic,71,new
dockles,segessa,132,new
wessish,clopect,72,new
digiday,wessish,102,new
spanoth,quingel,105,new
currimi,tessigg,89,new
maricts,systess,58,new
iningla,plareed,55,new
strompa,scrunne,59,new
gremsev,smadian,73,new
currimi,nathess,123,new
proffic,bengsta,91,new
chanywa,prensta,104,new
vervide,crivere,52,new
walthel,maricts,80,new
strompa,amatera,114,new
ostallo,bomysta,117,new
pariono,proffic,124,new
nathess,disingu,150,new
agallea,chanywa,90,new
shaptur,octeste,125,new
memsere,engally,98,new
subvick,plareed,122,new
throvic,edisted,100,new
smadian,mervirs,68,new
grappor,perecti,128,new
messago,mervirs,78,new
loarlai,betwerv,60,new
quingel,tueredo,142,new
sersimi,engally,82,new
ostallo,prompan,118,new
mesterf,abysted,67,new
chanywa,talisti,113,new
compide,walthel,88,new
webruic,scrunne,119,new
locidev,caltsio,83,new
retsits,subvick,135,new
mesterf,comorti,64,new
betwerv,messago,54,new
spanoth,supplic,140,new
nathess,vervide,134,new
heashes,disingu,137,new
vervide,plareed,87,new
