stringA,stringB,itemNumber,type
wessish,betwerv,18,original
afrithe,prothly,34,original
sertsim,compide,29,original
splenne,engally,28,original
heashes,supplic,49,original
tueredo,proffin,42,original
plareed,throvic,20,original
talisti,witypro,38,original
loarlai,articlu,14,original
cortsio,gremsev,24,original
mesterf,expisho,26,original
ostallo,micaust,22,original
thramon,shaptur,17,original
ancessa,digiday,39,original
asplati,iningla,7,original
nathess,proffic,47,original
hignoth,mempise,9,original
caltsio,clopect,16,original
amatera,finglam,44,original
mestead,grappor,43,original
sersimi,mervirs,21,original
edisted,quarban,46,original
walthel,allopti,10,original
prensta,chanywa,32,original
screnta,prompan,40,original
subvick,octeste,50,original
maricts,bengsta,4,original
uranged,crivere,12,original
larshic,persica,6,original
currimi,memsere,37,original
commari,thinatu,30,original
dockles,angessa,31,original
abysted,pariono,11,original
allysti,spanoth,15,original
numersi,messago,3,original
comorti,tessigg,1,original
menclar,scrunne,5,original
howaymb,retsits,48,original
rundsop,mesects,35,original
wilysta,systess,25,original
quingel,opelese,45,original
bomysta,chertin,36,original
disingu,perecti,33,original
vervide,relysta,19,original
locidev,kentsia,27,original
defasom,forsith,8,original
strompa,agallea,13,original
dispont,smadian,2,original
dakinge,mesimie,23,original
webruic,segessa,41,original
asplati,howaymb,140,new
ancessa,currimi,127,new
commari,splenne,113,new
clopect,persica,66,new
splenne,proffic,125,new
mervirs,bengsta,80,new
scrunne,vervide,63,new
engally,screnta,117,new
betwerv,spanoth,72,new
clopect,segessa,106,new
smadian,vervide,78,new
thinatu,strompa,88,new
comorti,crivere,57,new
ancessa,supplic,149,new
iningla,afrithe,84,new
clopect,mesects,83,new
finglam,opelese,137,new
subvick,cortsio,147,new
dispont,afrithe,56,new
grappor,opelese,132,new
tessigg,iningla,64,new
mesterf,larshic,54,new
spanoth,mempise,51,new
prothly,asplati,82,new
forsith,subvick,122,new
kentsia,digiday,101,new
asplati,mervirs,59,new
angessa,engally,94,new
howaymb,chertin,123,new
memsere,rundsop,111,new
prompan,perecti,144,new
cortsio,menclar,71,new
clopect,sertsim,87,new
segessa,disingu,131,new
menclar,bengsta,74,new
howaymb,plareed,141,new
proffic,persica,104,new
shaptur,loarlai,65,new
supplic,splenne,139,new
finglam,ostallo,130,new
clopect,asplati,68,new
mempise,plareed,67,new
bomysta,cortsio,103,new
uranged,ostallo,58,new
prensta,wilysta,120,new
finglam,caltsio,107,new
tueredo,gremsev,119,new
loarlai,quarban,134,new
micaust,bengsta,61,new
forsith,wilysta,77,new
perecti,throvic,86,new
mesects,prothly,108,new
mesterf,menclar,62,new
nathess,compide,136,new
betwerv,nathess,91,new
talisti,mervirs,116,new
clopect,agallea,69,new
walthel,throvic,79,new
chanywa,asplati,81,new
dockles,crivere,89,new
mesimie,commari,95,new
iningla,sersimi,55,new
mestead,shaptur,92,new
compide,mesects,102,new
mempise,persica,52,new
asplati,finglam,93,new
forsith,supplic,146,new
sersimi,strompa,53,new
shaptur,retsits,150,new
loarlai,locidev,85,new
abysted,nathess,115,new
prompan,crivere,97,new
tessigg,subvick,142,new
allopti,edisted,114,new
heashes,finglam,124,new
betwerv,walthel,75,new
abysted,messago,73,new
hignoth,quarban,110,new
uranged,thinatu,90,new
splenne,howaymb,121,new
dakinge,heashes,145,new
spanoth,abysted,70,new
dockles,thinatu,105,new
amatera,bomysta,133,new
talisti,rundsop,138,new
edisted,supplic,143,new
chertin,disingu,98,new
articlu,edisted,118,new
angessa,proffin,126,new
opelese,chanywa,148,new
octeste,prothly,128,new
scrunne,compide,76,new
talisti,locidev,112,new
grappor,forsith,109,new
mesimie,howaymb,129,new
pariono,finglam,100,new
allysti,agallea,60,new
edisted,expisho,135,new
proffin,walthel,99,new
quingel,asplati,96,new
