stringA,stringB,itemNumber,type
walthel,allopti,10,original
scrunne,menclar,5,original
amatera,finglam,44,original
perecti,disingu,33,original
octeste,subvick,50,original
prensta,chanywa,32,original
hignoth,mempise,9,original
memsere,currimi,37,original
kentsia,locidev,27,original
plareed,throvic,20,original
chertin,bomysta,36,original
screnta,prompan,40,original
mesects,rundsop,35,original
heashes,supplic,49,original
mesimie,dakinge,23,original
tessigg,comorti,1,original
segessa,webruic,41,original
thramon,shaptur,17,original
splenne,engally,28,original
relysta,vervide,19,original
forsith,defasom,8,original
bengsta,maricts,4,original
ancessa,digiday,39,original
opelese,quingel,45,original
thinatu,commari,30,original
micaust,ostallo,22,original
gremsev,cortsio,24,original
allysti,spanoth,15,original
abysted,pariono,11,original
proffin,tueredo,42,original
expisho,mesterf,26,original
betwerv,wessish,18,original
witypro,talisti,38,original
mervirs,sersimi,21,original
wilysta,systess,25,original
howaymb,retsits,48,original
iningla,asplati,7,original
compide,sertsim,29,original
articlu,loarlai,14,original
dockles,angessa,31,original
prothly,afrithe,34,original
uranged,crivere,12,original
numersi,messago,3,original
grappor,mestead,43,original
quarban,edisted,46,original
strompa,agallea,13,original
dispont,smadian,2,original
proffic,nathess,47,original
larshic,persica,6,original
clopect,caltsio,16,original
rundsop,mesterf,116,new
dockles,opelese,138,new
clopect,wessish,53,new
cortsio,grappor,140,new
articlu,relysta,77,new
dakinge,talisti,113,new
comorti,hignoth,56,new
shaptur,pariono,55,new
prompan,mesimie,112,new
cortsio,maricts,57,new
relysta,defasom,54,new
digiday,crivere,96,new
bomysta,wessish,115,new
gremsev,ancessa,95,new
heashes,webruic,132,new
messago,dockles,51,new
kentsia,locidev,89,new
mesimie,digiday,98,new
opelese,quarban,127,new
supplic,thinatu,125,new
allysti,angessa,86,new
dockles,memsere,110,new
uranged,forsith,58,new
sertsim,grappor,139,new
octeste,strompa,144,new
subvick,segessa,143,new
mesects,supplic,122,new
caltsio,strompa,61,new
currimi,hignoth,88,new
messago,mempise,74,new
memsere,clopect,82,new
talisti,webruic,126,new
sertsim,engally,92,new
proffic,mesects,133,new
splenne,locidev,106,new
opelese,finglam,148,new
memsere,rundsop,120,new
smadian,iningla,75,new
maricts,perecti,81,new
nathess,articlu,118,new
mestead,strompa,93,new
comorti,nathess,97,new
kentsia,allysti,85,new
octeste,vervide,130,new
mesimie,rundsop,108,new
edisted,proffin,147,new
amatera,howaymb,141,new
webruic,spanoth,91,new
howaymb,retsits,149,new
thramon,defasom,67,new
thinatu,larshic,71,new
dockles,mesimie,107,new
quarban,ancessa,137,new
screnta,compide,114,new
angessa,menclar,68,new
proffic,scrunne,105,new
agallea,maricts,80,new
edisted,dakinge,145,new
throvic,nathess,128,new
angessa,comorti,70,new
scrunne,clopect,64,new
agallea,menclar,73,new
defasom,systess,60,new
persica,witypro,84,new
micaust,messago,66,new
rundsop,edisted,142,new
larshic,caltsio,78,new
prompan,mesects,135,new
dockles,heashes,129,new
finglam,retsits,124,new
digiday,screnta,136,new
angessa,micaust,83,new
vervide,caltsio,76,new
numersi,wessish,69,new
pariono,larshic,72,new
larshic,wessish,59,new
tessigg,larshic,63,new
howaymb,sertsim,150,new
amatera,prompan,146,new
ancessa,allysti,104,new
articlu,mestead,94,new
mervirs,nathess,134,new
caltsio,maricts,52,new
dockles,plareed,87,new
maricts,mesimie,79,new
messago,proffin,99,new
tueredo,mervirs,102,new
grappor,systess,131,new
dispont,tessigg,62,new
edisted,defasom,100,new
crivere,quingel,103,new
clopect,ancessa,111,new
abysted,sertsim,90,new
edisted,subvick,121,new
crivere,allysti,65,new
dakinge,opelese,101,new
bomysta,cortsio,119,new
proffin,ancessa,123,new
ancessa,vervide,109,new
finglam,caltsio,117,new
