stringA,stringB,itemNumber,type
forsith,defasom,8,original
sersimi,mervirs,21,original
bengsta,maricts,4,original
asplati,iningla,7,original
afrithe,prothly,34,original
angessa,dockles,31,original
spanoth,allysti,15,original
persica,larshic,6,original
wessish,betwerv,18,original
amatera,finglam,44,original
thinatu,commari,30,original
memsere,currimi,37,original
thramon,shaptur,17,original
mestead,grappor,43,original
octeste,subvick,50,original
smadian,dispont,2,original
plareed,throvic,20,original
mesterf,expisho,26,original
screnta,prompan,40,original
prensta,chanywa,32,original
tueredo,proffin,42,original
caltsio,clopect,16,original
nathess,proffic,47,original
retsits,howaymb,48,original
tessigg,comorti,1,original
webruic,segessa,41,original
uranged,crivere,12,original
disingu,perecti,33,original
rundsop,mesects,35,original
vervide,relysta,19,original
allopti,walthel,10,original
gremsev,cortsio,24,original
dakinge,mesimie,23,original
locidev,kentsia,27,original
engally,splenne,28,original
digiday,ancessa,39,original
strompa,agallea,13,original
quarban,edisted,46,original
compide,sertsim,29,original
quingel,opelese,45,original
menclar,scrunne,5,original
micaust,ostallo,22,original
supplic,heashes,49,original
bomysta,chertin,36,original
numersi,messago,3,original
abysted,pariono,11,original
articlu,loarlai,14,original
mempise,hignoth,9,original
wilysta,systess,25,original
witypro,talisti,38,original
perecti,webruic,148,new
abysted,agallea,76,new
octeste,numersi,150,new
menclar,caltsio,80,new
proffin,tueredo,143,new
menclar,perecti,88,new
tessigg,maricts,72,new
defasom,tessigg,68,new
scrunne,iningla,61,new
chertin,rundsop,115,new
talisti,menclar,89,new
defasom,hignoth,79,new
wessish,supplic,133,new
ancessa,defasom,82,new
forsith,allysti,67,new
quingel,sersimi,131,new
segessa,vervide,117,new
commari,thinatu,111,new
cortsio,subvick,145,new
screnta,abysted,84,new
pariono,proffin,95,new
prompan,splenne,106,new
proffin,prensta,123,new
mestead,mervirs,99,new
subvick,smadian,130,new
allopti,plareed,54,new
mesects,larshic,90,new
proffin,walthel,101,new
mesects,quarban,136,new
hignoth,wilysta,62,new
articlu,scrunne,55,new
mesimie,expisho,85,new
prensta,grappor,139,new
heashes,maricts,110,new
strompa,retsits,104,new
agallea,currimi,86,new
amatera,finglam,137,new
kentsia,dispont,52,new
messago,compide,59,new
compide,kentsia,102,new
crivere,dakinge,69,new
webruic,scrunne,103,new
perecti,prothly,94,new
grappor,screnta,122,new
abysted,kentsia,87,new
splenne,dockles,100,new
afrithe,locidev,93,new
wilysta,walthel,57,new
forsith,gremsev,56,new
splenne,prothly,109,new
finglam,sertsim,147,new
iningla,caltsio,53,new
heashes,locidev,121,new
subvick,heashes,149,new
howaymb,messago,126,new
engally,segessa,119,new
perecti,howaymb,146,new
prensta,locidev,92,new
rundsop,messago,81,new
webruic,mesects,129,new
ancessa,currimi,138,new
hignoth,allopti,78,new
numersi,kentsia,71,new
webruic,sersimi,96,new
persica,proffin,113,new
tueredo,supplic,142,new
prothly,afrithe,114,new
witypro,perecti,125,new
scrunne,grappor,107,new
compide,octeste,135,new
micaust,edisted,140,new
dockles,angessa,116,new
tessigg,grappor,108,new
abysted,mesimie,74,new
throvic,tueredo,112,new
iningla,pariono,64,new
uranged,opelese,105,new
forsith,quarban,98,new
mempise,wessish,77,new
octeste,quarban,132,new
defasom,heashes,120,new
disingu,opelese,124,new
mempise,agallea,51,new
howaymb,sertsim,134,new
nathess,expisho,127,new
iningla,wessish,75,new
prensta,gremsev,118,new
allysti,afrithe,83,new
talisti,engally,97,new
octeste,proffic,144,new
thramon,vervide,58,new
mervirs,messago,73,new
caltsio,betwerv,63,new
menclar,loarlai,66,new
agallea,iningla,70,new
mervirs,persica,65,new
opelese,rundsop,141,new
witypro,mestead,128,new
crivere,dispont,60,new
iningla,opelese,91,new
