stringA,stringB,itemNumber,type
messago,numersi,3,original
heashes,supplic,49,original
nathess,proffic,47,original
wessish,betwerv,18,original
ancessa,digiday,39,original
thramon,shaptur,17,original
perecti,disingu,33,original
thinatu,commari,30,original
forsith,defasom,8,original
afrithe,prothly,34,original
edisted,quarban,46,original
talisti,witypro,38,original
mestead,grappor,43,original
pariono,abysted,11,original
sersimi,mervirs,21,original
tessigg,comorti,1,original
smadian,dispont,2,original
mesimie,dakinge,23,original
ostallo,micaust,22,original
crivere,uranged,12,original
retsits,howaymb,48,original
plareed,throvic,20,original
amatera,finglam,44,original
relysta,vervide,19,original
angessa,dockles,31,original
expisho,mesterf,26,original
compide,sertsim,29,original
larshic,persica,6,original
webruic,segessa,41,original
mempise,hignoth,9,original
bomysta,chertin,36,original
iningla,asplati,7,original
proffin,tueredo,42,original
strompa,agallea,13,original
menclar,scrunne,5,original
allysti,spanoth,15,original
gremsev,cortsio,24,original
chanywa,prensta,32,original
subvick,octeste,50,original
engally,splenne,28,original
currimi,memsere,37,original
articlu,loarlai,14,original
allopti,walthel,10,original
quingel,opelese,45,original
rundsop,mesects,35,original
maricts,bengsta,4,original
wilysta,systess,25,original
clopect,caltsio,16,original
locidev,kentsia,27,original
prompan,screnta,40,original
uranged,prensta,84,new
persica,mempise,58,new
crivere,engally,89,new
shaptur,retsits,144,new
retsits,articlu,101,new
opelese,proffic,137,new
shaptur,screnta,98,new
defasom,prensta,90,new
memsere,commari,102,new
locidev,prensta,95,new
wessish,webruic,100,new
digiday,systess,93,new
heashes,supplic,121,new
expisho,smadian,74,new
bengsta,allopti,52,new
plareed,maricts,54,new
expisho,perecti,116,new
ancessa,mervirs,113,new
bomysta,plareed,104,new
supplic,octeste,146,new
sersimi,digiday,111,new
bomysta,wessish,91,new
proffin,spanoth,107,new
webruic,opelese,125,new
ancessa,supplic,132,new
grappor,chertin,145,new
subvick,sersimi,143,new
relysta,allysti,62,new
cortsio,witypro,118,new
prothly,tueredo,142,new
loarlai,quarban,141,new
smadian,menclar,79,new
thinatu,quarban,129,new
allopti,walthel,56,new
mempise,scrunne,71,new
messago,allysti,77,new
engally,perecti,96,new
octeste,micaust,131,new
mempise,forsith,66,new
ancessa,menclar,88,new
messago,numersi,75,new
clopect,messago,69,new
relysta,uranged,76,new
bomysta,thramon,105,new
opelese,abysted,103,new
dispont,pariono,64,new
forsith,uranged,60,new
defasom,plareed,51,new
splenne,locidev,112,new
mestead,allysti,117,new
talisti,quingel,122,new
quingel,retsits,138,new
larshic,talisti,85,new
wilysta,cortsio,86,new
quingel,ancessa,130,new
ostallo,proffic,134,new
afrithe,currimi,115,new
agallea,finglam,109,new
howaymb,edisted,148,new
throvic,screnta,114,new
howaymb,memsere,128,new
thinatu,quingel,150,new
loarlai,witypro,108,new
prompan,sertsim,149,new
numersi,heashes,110,new
allopti,cortsio,59,new
asplati,gremsev,73,new
mempise,segessa,83,new
rundsop,spanoth,81,new
tessigg,expisho,72,new
agallea,articlu,55,new
uranged,retsits,92,new
currimi,ancessa,133,new
menclar,kentsia,70,new
gremsev,screnta,106,new
bengsta,maricts,67,new
persica,dockles,87,new
ostallo,larshic,68,new
strompa,agallea,63,new
numersi,nathess,97,new
heashes,maricts,94,new
pariono,mempise,53,new
maricts,forsith,65,new
kentsia,howaymb,147,new
numersi,octeste,127,new
clopect,relysta,57,new
hignoth,webruic,99,new
mesimie,strompa,78,new
mestead,prothly,136,new
quarban,mesimie,135,new
currimi,ostallo,119,new
wessish,proffic,123,new
sertsim,comorti,80,new
subvick,nathess,124,new
plareed,mervirs,82,new
compide,heashes,126,new
mesimie,abysted,61,new
mesects,dakinge,120,new
relysta,quingel,139,new
supplic,mesects,140,new
